Rank,Release Group,Worldwide,Domestic,%,Foreign,%
352,Big Match,"$7,880,684",-,-,"$7,880,684",100%
353,Bibi & Tina voll verhext!,"$7,807,600",-,-,"$7,807,600",100%
354,Bad Words,"$7,804,337","$7,779,614",99.7%,"$24,723",0.3%
355,Warsaw '44,"$7,795,076",-,-,"$7,795,076",100%
356,Who Am I,"$7,700,259",-,-,"$7,700,259",100%
357,Finding Fanny,"$7,685,784","$615,691",8%,"$7,070,093",92%
358,Leopardi,"$7,664,764",-,-,"$7,664,764",100%
359,"Coconut, the Little Dragon","$7,580,620",-,-,"$7,580,620",100%
360,Hippocrates: Diary of a French Doctor,"$7,555,591","$23,050",0.3%,"$7,532,541",99.7%
361,Happy Little Submarines 4 - Adventures of Octopus,"$7,390,000",-,-,"$7,390,000",100%
362,Deliha,"$7,384,858",-,-,"$7,384,858",100%
363,"Pettson and Findus: A Little Nuisance, a Great Friendship","$7,362,745",-,-,"$7,362,745",100%
364,Bride for Rent,"$7,348,239",-,-,"$7,348,239",100%
365,McDull: Me & My Mum,"$7,346,610",-,-,"$7,346,610",100%
366,Broken,"$7,326,038",-,-,"$7,326,038",100%
367,The Chart of Love,"$7,259,785",-,-,"$7,259,785",100%
368,A Long Way Down,"$7,257,942","$13,347",0.2%,"$7,244,595",99.8%
369,Never on the First Night,"$7,255,685",-,-,"$7,255,685",100%
370,What We Do in the Shadows,"$7,251,226","$3,469,224",47.8%,"$3,782,002",52.2%
371,La scuola più bella del mondo,"$7,200,564",-,-,"$7,200,564",100%
372,Not My Day,"$7,186,834",-,-,"$7,186,834",100%
373,Timbuktu,"$7,179,391","$1,076,075",15%,"$6,103,316",85%
374,Postman Pat: The Movie,"$7,102,455","$1,519",<0.1%,"$7,100,936",100%
375,Roco Kingdom 3,"$7,050,000",-,-,"$7,050,000",100%
376,Un Natale stupefacente,"$7,015,989",-,-,"$7,015,989",100%
377,Jack Strong,"$7,002,827",-,-,"$7,002,827",100%
378,Jessabelle,"$6,998,359",-,-,"$6,998,359",100%
379,Team Batista Final: Kerberos No Shouzou,"$6,987,812",-,-,"$6,987,812",100%
380,Hasee Toh Phasee,"$6,914,987","$646,035",9.3%,"$6,268,952",90.7%
381,Golden Chickensss,"$6,866,023",-,-,"$6,866,023",100%
382,Haru wo seotte,"$6,853,262",-,-,"$6,853,262",100%
383,Hoodwinked Too! Hood vs. Evil 2014 Re-release,"$6,817,189",-,-,"$6,817,189",100%
384,Armor Hero Atlas,"$6,810,000",-,-,"$6,810,000",100%
385,Silver Spoon,"$6,803,548",-,-,"$6,803,548",100%
386,Playing Doctor,"$6,774,594",-,-,"$6,774,594",100%
387,The Anderssons Rock the Mountains,"$6,772,812",-,-,"$6,772,812",100%
388,Cesar Chavez 2014 Re-release,"$6,719,925","$5,571,497",82.9%,"$1,148,428",17.1%
389,Muita Calma Nessa Hora 2,"$6,682,223",-,-,"$6,682,223",100%
390,GG Bond 2,"$6,670,000",-,-,"$6,670,000",100%
391,Incir Reçeli 2,"$6,664,484",-,-,"$6,664,484",100%
392,Boss Wants a Happy Ending,"$6,615,264",-,-,"$6,615,264",100%
393,The World of Kanako,"$6,611,265",-,-,"$6,611,265",100%
394,We Are Brothers,"$6,581,575",-,-,"$6,581,575",100%
395,Do You See Me?,"$6,571,282",-,-,"$6,571,282",100%
396,The Raid 2,"$6,566,916","$2,627,209",40%,"$3,939,707",60%
397,Fasten Your Seatbelts,"$6,549,909",-,-,"$6,549,909",100%
398,Dressed to Marry,"$6,515,448",-,-,"$6,515,448",100%
399,A los 40,"$6,411,771",-,-,"$6,411,771",100%
400,Hector and the Search for Happiness,"$6,337,728","$1,124,445",17.7%,"$5,213,283",82.3%
401,The Legend of the Mummies of Guanajuato,"$6,321,314",-,-,"$6,321,314",100%
402,Xin DaTou Er Zi He Xiao Tou Ba Ba Zhi Mi Mi Ji Hua,"$6,290,000",-,-,"$6,290,000",100%
403,Automata,"$6,237,990",-,-,"$6,237,990",100%
404,The Idolmaster Movie: Beyond the Brilliant Future!,"$6,234,533",-,-,"$6,234,533",100%
405,Space Dogs: Adventure to the Moon,"$6,232,433",-,-,"$6,232,433",100%
406,Tuscan Wedding,"$6,170,884",-,-,"$6,170,884",100%
407,Tiger & Bunny: The Rising,"$6,168,617","$34,471",0.6%,"$6,134,146",99.4%
408,Darker Than Night,"$6,160,114","$870,063",14.1%,"$5,290,051",85.9%
409,Iron Ivan,"$6,153,545",-,-,"$6,153,545",100%
410,King Naresuan 5,"$6,136,917",-,-,"$6,136,917",100%
411,Ice Age: The Meltdown 2014 Re-release,"$6,095,750",-,-,"$6,095,750",100%
412,The Trip to Italy,"$6,089,109","$2,880,537",47.3%,"$3,208,572",52.7%
413,Lady Maiko,"$6,081,729",-,-,"$6,081,729",100%
414,The Yellow Eyes of the Crocodiles,"$6,056,272",-,-,"$6,056,272",100%
415,Meet the Mormons,"$6,047,363","$6,047,363",100%,-,-
416,Børning,"$6,015,494",-,-,"$6,015,494",100%
417,Eight Ranger 2,"$6,007,941",-,-,"$6,007,941",100%
418,"Bystree, chem kroliki","$5,938,041",-,-,"$5,938,041",100%
419,Tracks,"$5,853,509","$510,007",8.7%,"$5,343,502",91.3%
420,She's Dating the Gangster,"$5,837,612",-,-,"$5,837,612",100%
421,Phoenix,"$5,793,245","$3,184,472",55%,"$2,608,773",45%
422,The Skeleton Twins,"$5,776,640","$5,284,309",91.5%,"$492,331",8.5%
423,Under the Skin,"$5,735,963","$2,614,251",45.6%,"$3,121,712",54.4%
424,Sweet Alibis,"$5,707,124",-,-,"$5,707,124",100%
425,Akumu Chan the Movie,"$5,707,018",-,-,"$5,707,018",100%
426,Wish I Was Here,"$5,670,776","$3,591,299",63.3%,"$2,079,477",36.7%
427,The Finishers,"$5,660,973",-,-,"$5,660,973",100%
428,A Chance Encounter,"$5,652,523",-,-,"$5,652,523",100%
429,Cuban Fury,"$5,645,773","$92,384",1.6%,"$5,553,389",98.4%
430,Back to the Future 2014 Re-release,"$5,641,847",-,-,"$5,641,847",100%
431,Pawn Sacrifice,"$5,578,519","$2,436,633",43.7%,"$3,141,886",56.3%
432,Dheepan,"$5,562,575","$261,819",4.7%,"$5,300,756",95.3%
433,Dedh Ishqiya,"$5,554,054",-,-,"$5,554,054",100%
434,Escobar: Paradise Lost,"$5,552,496","$195,792",3.5%,"$5,356,704",96.5%
435,Two Hearts as One,"$5,552,285",-,-,"$5,552,285",100%
436,Wood Job!,"$5,540,404",-,-,"$5,540,404",100%
437,The Boundary,"$5,540,000",-,-,"$5,540,000",100%
438,Legendary,"$5,501,541",-,-,"$5,501,541",100%
439,Millionaire Dog,"$5,492,784",-,-,"$5,492,784",100%
440,I Can Quit Whenever I Want,"$5,482,323",-,-,"$5,482,323",100%
441,Death Is Here 3,"$5,470,000",-,-,"$5,470,000",100%
442,Clover,"$5,438,177",-,-,"$5,438,177",100%
443,Lyogok na pomine,"$5,418,225",-,-,"$5,418,225",100%
444,The Salt of the Earth,"$5,412,189","$1,343,349",24.8%,"$4,068,840",75.2%
445,Flight from Hell,"$5,410,000",-,-,"$5,410,000",100%
446,The Royal Tailor,"$5,406,469",-,-,"$5,406,469",100%
447,One Direction: Where We Are - The Concert Film,"$5,401,797",-,-,"$5,401,797",100%
448,Black Butler,"$5,342,108",-,-,"$5,342,108",100%
449,Winx Club: The Mystery of the Abyss,"$5,337,409",-,-,"$5,337,409",100%
450,Hadi Insallah,"$5,332,286",-,-,"$5,332,286",100%
451,Violetta: La emoción del concierto,"$5,288,810",-,-,"$5,288,810",100%
452,The Champions,"$5,263,784",-,-,"$5,263,784",100%
453,The Grump,"$5,256,512",-,-,"$5,256,512",100%
454,Doctor Proctor's Fart Powder,"$5,254,109",-,-,"$5,254,109",100%
455,The Mighty Angel,"$5,235,397",-,-,"$5,235,397",100%
456,Kill the Messenger,"$5,218,973","$2,450,846",47%,"$2,768,127",53%
457,Cart,"$5,217,944",-,-,"$5,217,944",100%
458,The Invisible Boy,"$5,216,102",-,-,"$5,216,102",100%
459,The New Girlfriend,"$5,215,796","$146,754",2.8%,"$5,069,042",97.2%
460,"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends","$5,202,979",-,-,"$5,202,979",100%
461,Sapphire Blue,"$5,188,128",-,-,"$5,188,128",100%
462,Vampire Sisters 2: Bats in the Belly,"$5,182,195",-,-,"$5,182,195",100%
463,All-Round Appraiser Q: The Eyes of Mona Lisa,"$5,180,116",-,-,"$5,180,116",100%
464,Bañeros 4: Los rompeolas,"$5,176,467",-,-,"$5,176,467",100%
465,Skoryy 'Moskva-Rossiya',"$5,173,335",-,-,"$5,173,335",100%
466,Captain Sabertooth and the Treasure of Lama Rama,"$5,162,886",-,-,"$5,162,886",100%
467,Qué le dijiste a Dios?,"$5,161,905",-,-,"$5,161,905",100%
468,Outcast,"$5,148,503",-,-,"$5,148,503",100%
469,"Good Day, Ramon","$5,104,868","$154,356",3%,"$4,950,512",97%
470,Serena,"$5,092,129","$176,391",3.5%,"$4,915,738",96.5%
471,Dark Places,"$5,090,852","$208,588",4.1%,"$4,882,264",95.9%
472,Locke,"$5,090,608","$1,375,769",27%,"$3,714,839",73%
473,The Liberator,"$5,082,098","$113,067",2.2%,"$4,969,031",97.8%
474,Venus Talk,"$5,071,855",-,-,"$5,071,855",100%
475,The Pasta Detectives,"$5,031,433",-,-,"$5,031,433",100%
476,Snow on the Blades,"$5,029,712",-,-,"$5,029,712",100%
477,Nymphomaniac: Vol. II,"$4,934,725","$327,167",6.6%,"$4,607,558",93.4%
478,Judge!,"$4,919,163",-,-,"$4,919,163",100%
479,[REC] 4: Apocalypse,"$4,915,757",$837,<0.1%,"$4,914,920",100%
480,Ushijima the Loan Shark 2,"$4,910,107",-,-,"$4,910,107",100%
481,Wkreceni,"$4,905,387",-,-,"$4,905,387",100%
482,Alemão: Both Sides of the Operation,"$4,888,783",-,-,"$4,888,783",100%
483,Winterkartoffelknödel,"$4,840,034",-,-,"$4,840,034",100%
484,Jimmy's Hall,"$4,825,184","$560,592",11.6%,"$4,264,592",88.4%
485,Predestination,"$4,824,499","$68,372",1.4%,"$4,756,127",98.6%
486,Trash,"$4,809,022","$17,484",0.4%,"$4,791,538",99.6%
487,Get Santa,"$4,798,222",-,-,"$4,798,222",100%
488,Korporativ,"$4,785,667",-,-,"$4,785,667",100%
489,The Popcorn Chronicles,"$4,757,098",-,-,"$4,757,098",100%
490,Clouds of Sils Maria,"$4,728,401","$1,851,517",39.2%,"$2,876,884",60.8%
491,... E fuori nevica!,"$4,716,824",-,-,"$4,716,824",100%
492,Café. Waiting. Love,"$4,712,992",-,-,"$4,712,992",100%
493,The Galaxy on the Earth,"$4,700,000",-,-,"$4,700,000",100%
494,K3 Dierenhotel,"$4,679,370",-,-,"$4,679,370",100%
495,Delete My Love,"$4,678,632",-,-,"$4,678,632",100%
496,Crying Man,"$4,646,116",-,-,"$4,646,116",100%
497,Gemma Bovery,"$4,644,525","$191,533",4.1%,"$4,452,992",95.9%
498,"Lock Me Up, Tie Him Down","$4,640,721",-,-,"$4,640,721",100%
499,Dear White People,"$4,633,961","$4,404,154",95%,"$229,807",5%
500,Da hua tian xian,"$4,630,000",-,-,"$4,630,000",100%
501,Happily Mixed Up,"$4,626,678",-,-,"$4,626,678",100%
502,For the Emperor,"$4,583,000",-,-,"$4,583,000",100%
503,Labyrinth of Lies,"$4,574,756","$794,452",17.4%,"$3,780,304",82.6%
504,Who Is Undercover,"$4,565,085",-,-,"$4,565,085",100%
505,Ma tu di che segno 6?,"$4,562,701",-,-,"$4,562,701",100%
506,Mobile Suit Gundam Unicorn 7,"$4,511,461",-,-,"$4,511,461",100%
507,Maps to the Stars,"$4,510,934","$350,741",7.8%,"$4,160,193",92.2%
508,My Summer in Provence,"$4,510,590",-,-,"$4,510,590",100%
509,Mees Kees op de planken,"$4,495,549",-,-,"$4,495,549",100%
510,Happiness Charge PreCure!,"$4,494,355",-,-,"$4,494,355",100%
511,The Rewrite,"$4,453,524",-,-,"$4,453,524",100%
512,Leviathan,"$4,439,481","$1,092,800",24.6%,"$3,346,681",75.4%
513,The Games Maker,"$4,437,634",-,-,"$4,437,634",100%
514,Wolf Creek 2,"$4,383,978",-,-,"$4,383,978",100%
515,Clown,"$4,381,603","$55,007",1.3%,"$4,326,596",98.7%
516,The Grand Seduction,"$4,292,517","$3,430,018",79.9%,"$862,499",20.1%
517,Alles ist Liebe,"$4,272,104",-,-,"$4,272,104",100%
518,Hartenstraat,"$4,268,955",-,-,"$4,268,955",100%
519,Get Well Soon,"$4,264,593",-,-,"$4,264,593",100%
520,Vypusknoy,"$4,262,900",-,-,"$4,262,900",100%
521,A Small September Affair,"$4,245,887",-,-,"$4,245,887",100%
522,Night of Adventure,"$4,240,000",-,-,"$4,240,000",100%
523,My Straight Son,"$4,231,351",-,-,"$4,231,351",100%
524,Happy Heroes 2 Qiyuan Planet Wars,"$4,210,000",-,-,"$4,210,000",100%
525,Diplomacy,"$4,207,242","$230,880",5.5%,"$3,976,362",94.5%
526,Bamse and the Thief City,"$4,195,153",-,-,"$4,195,153",100%
527,Song of the Sea,"$4,190,670","$857,522",20.5%,"$3,333,148",79.5%
528,Pak Van Mijn Hart,"$4,188,209",-,-,"$4,188,209",100%
529,The Secret of Arkandias,"$4,164,315",-,-,"$4,164,315",100%
530,Force Majeure,"$4,094,339","$1,359,497",33.2%,"$2,734,842",66.8%
531,Mandira Filozofu,"$4,080,294",-,-,"$4,080,294",100%
532,Plan Man,"$4,072,622",-,-,"$4,072,622",100%
533,Winter Sleep,"$4,018,705",-,-,"$4,018,705",100%
534,Podarok s kharakterom,"$3,998,673",-,-,"$3,998,673",100%
535,A Woman as a Friend,"$3,965,494",-,-,"$3,965,494",100%
536,Fashion King,"$3,883,195",-,-,"$3,883,195",100%
537,Horns,"$3,875,442","$173,948",4.5%,"$3,701,494",95.5%
538,Dabbe 5: Curse of the Jinn,"$3,853,240",-,-,"$3,853,240",100%
539,Monster,"$3,820,199",-,-,"$3,820,199",100%
540,The Homesman,"$3,819,421","$2,429,989",63.6%,"$1,389,432",36.4%
541,Amici come noi,"$3,783,006",-,-,"$3,783,006",100%
542,Citizenfour,"$3,780,692","$2,800,870",74.1%,"$979,822",25.9%
543,Kuiba: the Dragon Spirit Iii,"$3,770,000",-,-,"$3,770,000",100%
544,Black Sea,"$3,758,103","$1,171,559",31.2%,"$2,586,544",68.8%
545,L.DK,"$3,758,081",-,-,"$3,758,081",100%
546,Bloody Doll,"$3,740,000",-,-,"$3,740,000",100%
547,Mea culpa,"$3,736,775",-,-,"$3,736,775",100%
548,Le père Noël,"$3,716,603",-,-,"$3,716,603",100%
549,Mortadelo and Filemon: Mission Implausible,"$3,688,222",-,-,"$3,688,222",100%
550,Yusuf Yusuf,"$3,685,671",-,-,"$3,685,671",100%
551,Stones for the Rampart,"$3,683,978",-,-,"$3,683,978",100%
552,Peppa Pig: Vacanze Al Sole E Altre Storie,"$3,666,386",-,-,"$3,666,386",100%
553,Only You,"$3,655,907",-,-,"$3,655,907",100%
554,Number One Fan,"$3,650,598","$15,549",0.4%,"$3,635,049",99.6%
555,Tim Maia,"$3,631,742",-,-,"$3,631,742",100%
556,Teen's Confessions,"$3,630,598",-,-,"$3,630,598",100%
557,Bugs,"$3,584,722",-,-,"$3,584,722",100%
558,Ghostbusters 30th Anniversary Release,"$3,580,343","$3,580,343",100%,-,-
559,Far Til Fire 8,"$3,574,841",-,-,"$3,574,841",100%
560,Io che amo solo te,"$3,558,171",-,-,"$3,558,171",100%
561,The Riot Club,"$3,517,925","$7,734",0.2%,"$3,510,191",99.8%
562,All at Once,"$3,514,780",-,-,"$3,514,780",100%
563,Veronica Mars,"$3,485,383","$3,322,127",95.3%,"$163,256",4.7%
564,Jack and the Cuckoo-Clock Heart,"$3,484,370",-,-,"$3,484,370",100%
565,Copa de Elite,"$3,479,709",-,-,"$3,479,709",100%
566,Aberdeen,"$3,472,469",-,-,"$3,472,469",100%
567,Enemy,"$3,468,224","$1,008,726",29.1%,"$2,459,498",70.9%
568,Words and Pictures,"$3,438,874","$2,171,257",63.1%,"$1,267,617",36.9%
569,Mourning Grave,"$3,426,917",-,-,"$3,426,917",100%
570,Next Time I'll Aim for the Heart,"$3,418,213",$815,<0.1%,"$3,417,398",100%
571,Billy Elliot,"$3,413,368",-,-,"$3,413,368",100%
572,Yellowbird,"$3,407,795",-,-,"$3,407,795",100%
573,The Good Lie,"$3,396,345","$2,722,209",80.2%,"$674,136",19.8%
574,Anything for Alice,"$3,387,582","$1,092",<0.1%,"$3,386,490",100%
575,Once in a Lifetime,"$3,364,417",-,-,"$3,364,417",100%
576,Obvious Child,"$3,325,417","$3,123,963",93.9%,"$201,454",6.1%
577,Socios por accidente,"$3,318,081",-,-,"$3,318,081",100%
578,Unexpected Love,"$3,300,000",-,-,"$3,300,000",100%
579,Last Floor,"$3,248,689",-,-,"$3,248,689",100%
580,On the Way,"$3,240,000",-,-,"$3,240,000",100%
581,The Mystery of Happiness,"$3,216,374","$8,528",0.3%,"$3,207,846",99.7%
582,Saint Laurent,"$3,202,241","$429,477",13.4%,"$2,772,764",86.6%
583,Three Brothers,"$3,187,345",-,-,"$3,187,345",100%
584,Love Is Blind,"$3,187,255",-,-,"$3,187,255",100%
585,Rosewater,"$3,171,593","$3,128,941",98.7%,"$42,652",1.3%
586,Gekijouban Kamen tîchâ,"$3,142,052",-,-,"$3,142,052",100%
587,The Teacher's Diary,"$3,131,788",-,-,"$3,131,788",100%
588,LasseMajas detektivbyrå - Skuggor över Valleby 2014 Re-release,"$3,130,230",-,-,"$3,130,230",100%
589,Maybe This Time,"$3,124,420",-,-,"$3,124,420",100%
590,Happy New Year,"$3,086,192",-,-,"$3,086,192",100%
591,Take-Away Romance,"$3,085,722",-,-,"$3,085,722",100%
592,(Sex) Appeal,"$3,085,233",-,-,"$3,085,233",100%
593,Soreike! Anpanman: Ringo bouya to minna no negai,"$3,083,223",-,-,"$3,083,223",100%
594,3 Hearts,"$3,077,754","$161,129",5.2%,"$2,916,625",94.8%
595,'71,"$3,062,178","$1,270,847",41.5%,"$1,791,331",58.5%
596,Magic Wonderland,"$3,060,000",-,-,"$3,060,000",100%
597,Powstanie Warszawskie,"$3,046,182",-,-,"$3,046,182",100%
598,Risto Räppääjä ja liukas Lennart,"$3,039,052",-,-,"$3,039,052",100%
599,Les Francis,"$3,028,854",-,-,"$3,028,854",100%
600,Starred Up,"$3,025,189","$54,915",1.8%,"$2,970,274",98.2%
601,Dummie the Mummy and the Golden Scarabee,"$3,023,124",-,-,"$3,023,124",100%
602,Ribbit,"$3,020,226",-,-,"$3,020,226",100%
603,Northmen - A Viking Saga,"$3,005,082",-,-,"$3,005,082",100%
604,Love Is Strange 2014 Re-release,"$2,979,739","$2,262,223",75.9%,"$717,516",24.1%
605,Lulu femme nue,"$2,978,941",-,-,"$2,978,941",100%
606,"Oh Brother, Oh Sister!","$2,966,520",-,-,"$2,966,520",100%
607,Pas son genre,"$2,963,725",-,-,"$2,963,725",100%
608,In the Courtyard,"$2,960,409",-,-,"$2,960,409",100%
609,The Empire of Shame,"$2,937,995",-,-,"$2,937,995",100%
610,Good Friends,"$2,935,188",-,-,"$2,935,188",100%
611,"Happy 8th of March, Men!","$2,918,171",-,-,"$2,918,171",100%
612,Perdona si te llamo amor,"$2,911,031",-,-,"$2,911,031",100%
613,Love Is the Perfect Crime,"$2,907,305",-,-,"$2,907,305",100%
614,De Club van Sinterklaas & Het Pratende Paard,"$2,904,410",-,-,"$2,904,410",100%
615,Flight 7500,"$2,871,035",-,-,"$2,871,035",100%
616,Getúlio,"$2,868,827",-,-,"$2,868,827",100%
617,The Identical,"$2,840,991","$2,827,666",99.5%,"$13,325",0.5%
618,Fastlife,"$2,835,980",-,-,"$2,835,980",100%
619,The Fluffy Movie: Unity Through Laughter,"$2,827,393","$2,827,393",100%,-,-
620,It's Complicated,"$2,816,433",-,-,"$2,816,433",100%
621,Da Possessed,"$2,807,915",-,-,"$2,807,915",100%
622,Karsten og Petra på vinterferie,"$2,791,208",-,-,"$2,791,208",100%
623,Kirk Cameron's Saving Christmas,"$2,783,970","$2,783,970",100%,-,-
624,Bai Xue Gong Zhu Zhi Ai Ren Li Liang,"$2,780,000",-,-,"$2,780,000",100%
625,The Wonders,"$2,772,358","$73,378",2.6%,"$2,698,980",97.4%
626,On a marché sur Bangkok,"$2,761,073",-,-,"$2,761,073",100%
627,Crumbs: All at Stake,"$2,737,554",-,-,"$2,737,554",100%
628,The Midnight After,"$2,734,866",-,-,"$2,734,866",100%
629,Paris Follies,"$2,729,982",-,-,"$2,729,982",100%
630,Operation Arctic,"$2,726,276",-,-,"$2,726,276",100%
631,Unique Brothers,"$2,720,974",-,-,"$2,720,974",100%
632,The Crumbs 2014 Re-release,"$2,717,056",-,-,"$2,717,056",100%
633,Space Brothers,"$2,714,604",-,-,"$2,714,604",100%
634,The Huntresses,"$2,707,851",-,-,"$2,707,851",100%
635,The Guest,"$2,700,051","$332,890",12.3%,"$2,367,161",87.7%
636,Pudsey the Dog: The Movie,"$2,695,490",-,-,"$2,695,490",100%
637,Carmina y amén.,"$2,690,532",-,-,"$2,690,532",100%
638,Diary of an Ugly,"$2,687,398",-,-,"$2,687,398",100%
639,Apostle,"$2,684,779",-,-,"$2,684,779",100%
640,One Third,"$2,684,720",-,-,"$2,684,720",100%
641,The Journey Home,"$2,677,436",-,-,"$2,677,436",100%
642,Pinocchio,"$2,656,550",-,-,"$2,656,550",100%
643,Secret Wars,"$2,651,650",-,-,"$2,651,650",100%
644,Bad Hair,"$2,650,923",-,-,"$2,650,923",100%
645,Bobby Jasoos,"$2,625,077",-,-,"$2,625,077",100%
646,Third Person,"$2,624,761","$1,021,398",38.9%,"$1,603,363",61.1%
647,"Salaud, on t'aime.","$2,601,132",-,-,"$2,601,132",100%
648,The Signal,"$2,595,622","$600,896",23.2%,"$1,994,726",76.8%
649,Legend of Kung Fu Rabbit 2014 Re-release,"$2,595,445",-,-,"$2,595,445",100%
650,Medicinen,"$2,587,899",-,-,"$2,587,899",100%
651,The Chef's Wife,"$2,577,351",-,-,"$2,577,351",100%
652,Obywatel,"$2,575,872",-,-,"$2,575,872",100%
653,My Dictator,"$2,572,088",-,-,"$2,572,088",100%
654,Likes and Dislikes,"$2,542,925",-,-,"$2,542,925",100%
655,In the Name of My Daughter,"$2,537,899","$277,528",10.9%,"$2,260,371",89.1%
656,Sapore di te,"$2,534,077",-,-,"$2,534,077",100%
657,The Rover,"$2,510,007","$1,114,423",44.4%,"$1,395,584",55.6%
658,The Swimmers,"$2,509,063",-,-,"$2,509,063",100%
659,Twilight: Saya in Sasara,"$2,508,680",-,-,"$2,508,680",100%
660,Er Conde Suelto In Hollywood,"$2,505,408",-,-,"$2,505,408",100%
661,Ogni maledetto Natale,"$2,495,677",-,-,"$2,495,677",100%
662,Stonehearst Asylum,"$2,467,351",-,-,"$2,467,351",100%
663,The Boy with the Golden Pants,"$2,465,894",-,-,"$2,465,894",100%
664,High Heel,"$2,465,506",-,-,"$2,465,506",100%
665,Gulaab Gang,"$2,457,372",-,-,"$2,457,372",100%
666,Love at First Fight,"$2,446,362","$25,229",1%,"$2,421,133",99%
667,Smeshannye chuvstva,"$2,442,803",-,-,"$2,442,803",100%
668,Joe,"$2,431,443","$373,375",15.4%,"$2,058,068",84.6%
669,The List of My Desires,"$2,428,622",-,-,"$2,428,622",100%
670,Rage,"$2,424,381",-,-,"$2,424,381",100%
671,Life of Riley,"$2,423,379","$11,616",0.5%,"$2,411,763",99.5%
672,Vitamin,"$2,422,835",-,-,"$2,422,835",100%
673,Haunted Road,"$2,420,000",-,-,"$2,420,000",100%
674,Haunt,"$2,408,629",-,-,"$2,408,629",100%
675,Beloved Sisters,"$2,407,680","$54,030",2.2%,"$2,353,650",97.8%
676,The Possession of Michael King,"$2,405,143",-,-,"$2,405,143",100%
677,The Dark Valley,"$2,390,284",-,-,"$2,390,284",100%
678,Monty Python Live (Mostly),"$2,388,772",-,-,"$2,388,772",100%
679,Finding Vivian Maier,"$2,384,584","$1,514,782",63.5%,"$869,802",36.5%
680,Kummeli V,"$2,382,008",-,-,"$2,382,008",100%
681,Laggies,"$2,379,154","$1,066,981",44.8%,"$1,312,173",55.2%
682,Naked Ambition 2,"$2,375,047",-,-,"$2,375,047",100%
683,A Fairy-Tale Wedding,"$2,374,155",-,-,"$2,374,155",100%
684,Irre sind männlich,"$2,371,307",-,-,"$2,371,307",100%
685,Soap Opera,"$2,360,231",-,-,"$2,360,231",100%
686,Les gazelles,"$2,359,515",-,-,"$2,359,515",100%
687,Death in Buenos Aires,"$2,338,860",-,-,"$2,338,860",100%
688,Un fidanzato per mia moglie,"$2,330,427",-,-,"$2,330,427",100%
689,Under the Bed 2,"$2,330,000",-,-,"$2,330,000",100%
690,Bowling Balls,"$2,329,855",-,-,"$2,329,855",100%
691,Fugly,"$2,326,942",-,-,"$2,326,942",100%
692,SMS - Sotto mentite spoglie 2014 Re-release,"$2,306,928",-,-,"$2,306,928",100%
693,Ace in the Hole 2014 Re-release,"$2,300,000",-,-,"$2,300,000",100%
694,The Remaining,"$2,297,261","$1,169,603",50.9%,"$1,127,658",49.1%
695,Tour de Force,"$2,294,493",-,-,"$2,294,493",100%
696,Antboy II: Revenge of the Red Fury,"$2,291,188",-,-,"$2,291,188",100%
697,Going Away,"$2,290,889","$19,501",0.9%,"$2,271,388",99.1%
698,See You in Montevideo,"$2,273,204",-,-,"$2,273,204",100%
699,Love of My Loves,"$2,252,509",-,-,"$2,252,509",100%
700,Çilgin Dersane 3,"$2,237,347",-,-,"$2,237,347",100%
701,Red Carpet,"$2,217,013",-,-,"$2,217,013",100%
702,Speed Walking,"$2,204,542",-,-,"$2,204,542",100%
703,Moomins on the Riviera,"$2,200,510",-,-,"$2,200,510",100%
704,Anchorman 2: The Legend Continues R-Rated Extended Cut,"$2,185,255","$2,184,339",100%,$916,<0.1%
705,The Oscar Nominated Short Films 2014: Live Action,"$2,171,849","$2,171,849",100%,-,-
706,Perfect Obedience,"$2,170,783",-,-,"$2,170,783",100%
707,Help! I've Shrunk the Family,"$2,156,387",-,-,"$2,156,387",100%
708,The Grad Job,"$2,127,299",-,-,"$2,127,299",100%
709,Jai Ho,"$2,122,804","$1,264,515",59.6%,"$858,289",40.4%
710,Midnight Hair,"$2,120,000",-,-,"$2,120,000",100%
711,Facet (nie)potrzebny od zaraz,"$2,118,066",-,-,"$2,118,066",100%
712,National Theatre Live: A Streetcar Named Desire,"$2,111,308",-,-,"$2,111,308",100%
713,Farm House,"$2,110,000",-,-,"$2,110,000",100%
714,"20,000 Days on Earth","$2,105,558","$279,558",13.3%,"$1,826,000",86.7%
715,The Captive,"$2,090,612","$1,075,178",51.4%,"$1,015,434",48.6%
716,Sag Salim 2: Sil Bastan,"$2,076,076",-,-,"$2,076,076",100%
717,Sürgün Inek 2014 Re-release,"$2,045,669",-,-,"$2,045,669",100%
718,Tutto molto bello,"$2,045,527",-,-,"$2,045,527",100%
719,Devil's Knot,"$2,033,154",-,-,"$2,033,154",100%
720,Onneli ja Anneli,"$2,028,978",-,-,"$2,028,978",100%
721,The Misfits Club,"$2,026,510",-,-,"$2,026,510",100%
722,"Dzien dobry, kocham cie!","$2,025,979",-,-,"$2,025,979",100%
723,Kamikaze,"$2,016,156",-,-,"$2,016,156",100%
724,Tada's Do-It-All House: Disconcerto,"$2,007,811",-,-,"$2,007,811",100%
725,La sedia della felicità,"$1,987,730",-,-,"$1,987,730",100%
726,Barbie and the Secret Door,"$1,986,375",-,-,"$1,986,375",100%
