Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,660",Ideal Home,"$147,784",-,-,"$147,784",100%
"1,661",The Gateless Gate,"$147,650",-,-,"$147,650",100%
"1,662",Night of the Living Dead 2018 Re-release,"$147,423","$147,423",100%,-,-
"1,663",Between Worlds,"$146,339",-,-,"$146,339",100%
"1,664",Hannah,"$146,325","$11,700",8%,"$134,625",92%
"1,665",The Last Stickman of Chongqing,"$146,050",-,-,"$146,050",100%
"1,666",Pretham 2,"$145,897",-,-,"$145,897",100%
"1,667",Yamla Pagla Deewana Phir Se,"$145,756",-,-,"$145,756",100%
"1,668",Tai Xian,"$145,250",-,-,"$145,250",100%
"1,669",Mr. Smith Goes to Washington 2018 Re-release,"$144,738","$144,738",100%,-,-
"1,670",Unleashed,"$144,718",-,-,"$144,718",100%
"1,671",The Price of Everything,"$144,446","$87,400",60.5%,"$57,046",39.5%
"1,672",Kammara Sambhavam,"$143,538",-,-,"$143,538",100%
"1,673",Aiyaary,"$143,108",-,-,"$143,108",100%
"1,674",Midnight Oil: 1984,"$142,727",-,-,"$142,727",100%
"1,675",Ranam,"$142,281",-,-,"$142,281",100%
"1,676",Save My Dogs,"$142,235",-,-,"$142,235",100%
"1,677",Padayottam,"$142,058",-,-,"$142,058",100%
"1,678",Best F(r)iends Volume Two,"$141,524","$141,524",100%,-,-
"1,679",Golden Sting,"$141,132",-,-,"$141,132",100%
"1,680",The Brawler,"$140,981","$75,929",53.9%,"$65,052",46.1%
"1,681",My Kitchen Lover,"$140,923",-,-,"$140,923",100%
"1,682",Catacombe,"$140,530",-,-,"$140,530",100%
"1,683",Loveling,"$139,559",-,-,"$139,559",100%
"1,684",Support the Girls,"$139,550","$129,124",92.5%,"$10,426",7.5%
"1,685",Freej Al Taibeen,"$139,391",-,-,"$139,391",100%
"1,686",Hero on the Front,"$139,271",-,-,"$139,271",100%
"1,687",Missing,"$138,983",-,-,"$138,983",100%
"1,688",Head Full of Honey,"$138,844","$12,350",8.9%,"$126,494",91.1%
"1,689",Boys Cry,"$138,535",-,-,"$138,535",100%
"1,690",Ana e Vitória,"$138,171",-,-,"$138,171",100%
"1,691",Antoine and Sebastian 2018 Re-release,"$138,129",-,-,"$138,129",100%
"1,692",The Heart of Man,"$138,028",-,-,"$138,028",100%
"1,693",Nise: The Heart of Madness 2018 Re-release,"$137,765",-,-,"$137,765",100%
"1,694",Nae Pasaran,"$136,918",-,-,"$136,918",100%
"1,695",The Trial,"$136,695",-,-,"$136,695",100%
"1,696",High Strung Free Dance,"$136,585",-,-,"$136,585",100%
"1,697",The First,"$136,515",-,-,"$136,515",100%
"1,698",Selfie from Hell,"$136,452",-,-,"$136,452",100%
"1,699",Five Fingers for Marseilles,"$136,374",-,-,"$136,374",100%
"1,700",Kasal,"$136,012",-,-,"$136,012",100%
"1,701",Mantra: Sounds Into Silence,"$135,684","$115,013",84.8%,"$20,671",15.2%
"1,702",Distant Sky: Nick Cave & The Bad Seeds Live in Copenhagen,"$134,912",-,-,"$134,912",100%
"1,703",Another Day of Life,"$134,801","$3,190",2.4%,"$131,611",97.6%
"1,704",Kamen Rider Ex-Aid: True Ending 2018 Re-release,"$134,725",-,-,"$134,725",100%
"1,705",Warren Miller's Line of Descent,"$134,661",-,-,"$134,661",100%
"1,706",Shelter,"$134,632",-,-,"$134,632",100%
"1,707",Dragon Blade,"$134,540",-,-,"$134,540",100%
"1,708",Myeoneuri: My Son's Crazy Wife,"$134,424",-,-,"$134,424",100%
"1,709",El ángel en el reloj,"$134,126",-,-,"$134,126",100%
"1,710",27: The Cursed Club,"$133,546",-,-,"$133,546",100%
"1,711",Antep Fistigi,"$133,093",-,-,"$133,093",100%
"1,712",Candelaria,"$132,427",-,-,"$132,427",100%
"1,713",The Plagues of Breslau,"$132,114",-,-,"$132,114",100%
"1,714",The Image Book,"$132,015","$94,153",71.3%,"$37,862",28.7%
"1,715",Rudy 2018 Re-release,"$131,200","$131,200",100%,-,-
"1,716",L'insoumis,"$131,175",-,-,"$131,175",100%
"1,717",The Interpreter,"$130,817",-,-,"$130,817",100%
"1,718",Five Seasons: The Gardens of Piet Oudolf,"$130,319","$119,223",91.5%,"$11,096",8.5%
"1,719",Harry Potter and the Half-Blood Prince 2018 Re-release,"$130,081","$130,081",100%,-,-
"1,720",My Love Story!! 2018 Re-release,"$130,031",-,-,"$130,031",100%
"1,721",Bal Kaymak,"$130,004",-,-,"$130,004",100%
"1,722",Dantza,"$129,753",-,-,"$129,753",100%
"1,723",The Metropolitan Opera HD Live: Puccini: Madama Butterfly,"$129,730","$129,730",100%,-,-
"1,724",More,"$129,683",-,-,"$129,683",100%
"1,725",The Metropolitan Opera HD Live: Tchaikovsky: Eugene Onegin 2018 Re-release,"$129,498","$129,498",100%,-,-
"1,726",The Metropolitan Opera HD Live: Verdi: Il Trovatore,"$129,393","$129,393",100%,-,-
"1,727",Christmas Trees. Final,"$128,760",-,-,"$128,760",100%
"1,728",Love After Love,"$128,602","$121,098",94.2%,"$7,504",5.8%
"1,729",Where Hands Touch,"$128,269","$67,743",52.8%,"$60,526",47.2%
"1,730",Street Lights,"$127,938",-,-,"$127,938",100%
"1,731",Kuttanadan Marpappa,"$127,843",-,-,"$127,843",100%
"1,732",Sleepless in Seattle 2018 Re-release,"$127,281","$127,281",100%,-,-
"1,733",Mid-night,"$126,654",-,-,"$126,654",100%
"1,734",Niraali,"$126,149",-,-,"$126,149",100%
"1,735",The Great Buster,"$125,807","$118,344",94.1%,"$7,463",5.9%
"1,736",Looking for love,"$125,587",-,-,"$125,587",100%
"1,737",Turning Mecards W: Secret of Bandain,"$124,933",-,-,"$124,933",100%
"1,738",Hymn: Sarah Brightman in Concert,"$124,707","$113,274",90.8%,"$11,433",9.2%
"1,739",'85: The Greatest Team in Football History,"$124,573","$124,573",100%,-,-
"1,740",The M Riders: Finding Pangu,"$124,318",-,-,"$124,318",100%
"1,741",Wings of Desire 2018 Re-release,"$123,830","$123,830",100%,-,-
"1,742",Blood Fest,"$122,833","$82,774",67.4%,"$40,059",32.6%
"1,743",Kamchatka Bears. Life Begins,"$122,573",-,-,"$122,573",100%
"1,744",Wonderful Losers: A Different World,"$122,413",-,-,"$122,413",100%
"1,745",DQE's Peter Pan: The New Adventures,"$122,137",-,-,"$122,137",100%
"1,746",Fan of Amoory,"$121,977",-,-,"$121,977",100%
"1,747",Almost 40,"$121,953",-,-,"$121,953",100%
"1,748",Im-Eul Wi-Han Haeng-Jin-Gok,"$121,729",-,-,"$121,729",100%
"1,749",Yu-Gi-Oh!: The Movie - Pyramid of Light 2018 Re-release,"$121,688","$121,688",100%,-,-
"1,750",Gürbüz: Hadi Allah'a Emanet,"$121,169",-,-,"$121,169",100%
"1,751",Fullir Vasar,"$120,925",-,-,"$120,925",100%
"1,752",Bhajjo Veero Ve,"$120,839",-,-,"$120,839",100%
"1,753",Bangzi Melody,"$120,690",-,-,"$120,690",100%
"1,754",Hovory s TGM,"$119,125",-,-,"$119,125",100%
"1,755",Harjeeta,"$118,688",-,-,"$118,688",100%
"1,756",Sandakozhi 2,"$118,295",-,-,"$118,295",100%
"1,757",Styx,"$118,188","$70,794",59.9%,"$47,394",40.1%
"1,758",America,"$118,169",-,-,"$118,169",100%
"1,759",Gretskiy Oreshek,"$117,906",-,-,"$117,906",100%
"1,760",Le rire de ma mère,"$117,812",-,-,"$117,812",100%
"1,761",Bisbee '17,"$117,470","$117,470",100%,-,-
"1,762",George Takei's Allegiance 2018 Re-release,"$117,162","$117,162",100%,-,-
"1,763",Chivas la película,"$117,122",-,-,"$117,122",100%
"1,764",On the Sly,"$117,045",-,-,"$117,045",100%
"1,765",Catching Feelings,"$116,645",-,-,"$116,645",100%
"1,766",How to Train Our Dragon,"$116,521",-,-,"$116,521",100%
"1,767",The Underwater Adventures of Sadko,"$115,861",-,-,"$115,861",100%
"1,768",Swathanthryam Ardharathriyil,"$115,571",-,-,"$115,571",100%
"1,769",Miss Hanoi,"$115,198",-,-,"$115,198",100%
"1,770",Brothers' Nest,"$114,968",-,-,"$114,968",100%
"1,771",Nostalgia,"$114,603","$114,603",100%,-,-
"1,772",John McEnroe: In the Realm of Perfection,"$114,289","$90,964",79.6%,"$23,325",20.4%
"1,773",Vision,"$114,146",-,-,"$114,146",100%
"1,774",Bodied,"$113,956","$113,956",100%,-,-
"1,775",The Man Who Surprised Everyone,"$113,717",-,-,"$113,717",100%
"1,776",Filmworker,"$112,828","$102,609",90.9%,"$10,219",9.1%
"1,777",Bordo Bereliler Afrin,"$112,588",-,-,"$112,588",100%
"1,778",A Boy. A Girl. A Dream.,"$112,552","$112,552",100%,-,-
"1,779","Hale County This Morning, This Evening","$112,282","$112,282",100%,-,-
"1,780",The Dawn Wall,"$112,191","$112,191",100%,-,-
"1,781",A Chance in the World,"$112,007","$112,007",100%,-,-
"1,782",Backtrack Boys,"$111,273",-,-,"$111,273",100%
"1,783",A Paris Education,"$111,197","$21,598",19.4%,"$89,599",80.6%
"1,784",Luna,"$110,142",-,-,"$110,142",100%
"1,785",Jirga,"$110,056",-,-,"$110,056",100%
"1,786",Keloglan,"$109,895",-,-,"$109,895",100%
"1,787",Maybe a Love Story,"$109,858",-,-,"$109,858",100%
"1,788",San Valentino Stories,"$108,819",-,-,"$108,819",100%
"1,789",Red Sorghum,"$108,371",-,-,"$108,371",100%
"1,790",Il mio uomo perfetto,"$107,993",-,-,"$107,993",100%
"1,791",Zhang Yimou's: Shadow,"$107,787",-,-,"$107,787",100%
"1,792",Afsar,"$107,548",-,-,"$107,548",100%
"1,793","No Date, No Signature","$107,368","$36,444",33.9%,"$70,924",66.1%
"1,794",Path to the Dream,"$107,199",-,-,"$107,199",100%
"1,795",Attack on Titan: The Roar of Awakening,"$107,155",-,-,"$107,155",100%
"1,796",National Theatre Live: Julius Caesar,"$107,057","$107,057",100%,-,-
"1,797",Reckless,"$106,914",-,-,"$106,914",100%
"1,798",The Charmer,"$106,379","$26,167",24.6%,"$80,212",75.4%
"1,799",Qosty Byogaani,"$106,359",-,-,"$106,359",100%
"1,800",National Theatre Live: Macbeth,"$106,136","$97,857",92.2%,"$8,279",7.8%
"1,801",Cin-i ayet,"$106,094",-,-,"$106,094",100%
"1,802",Cinema Paradiso 2018 Re-release,"$105,418",-,-,"$105,418",100%
"1,803",Never Heard,"$105,271","$105,271",100%,-,-
"1,804",Ode to the Goose,"$105,108",-,-,"$105,108",100%
"1,805",Born Racer,"$105,085",-,-,"$105,085",100%
"1,806",In the Underground,"$104,992",-,-,"$104,992",100%
"1,807","The Butcher, the Whore and the One-Eyed Man","$104,140",-,-,"$104,140",100%
"1,808",16 Sunrises,"$104,117",-,-,"$104,117",100%
"1,809",Ouija House,"$104,036",-,-,"$104,036",100%
"1,810",Sid & Aya: Not a Love Story,"$104,030",-,-,"$104,030",100%
"1,811",Parahuna,"$103,583",-,-,"$103,583",100%
"1,812",Pivnica,"$103,509",-,-,"$103,509",100%
"1,813",Kalakalappu 2,"$103,349",-,-,"$103,349",100%
"1,814",Number 37,"$102,657",-,-,"$102,657",100%
"1,815",Egg Plan 2018 Re-release,"$102,030",-,-,"$102,030",100%
"1,816",Andrei Rublev 2018 Re-release,"$102,021","$102,021",100%,-,-
"1,817",Kickboxer: Retaliation,"$101,690","$4,537",4.5%,"$97,153",95.5%
"1,818",Oru Nalla Naal Paathu Solren,"$101,358",-,-,"$101,358",100%
"1,819",Ali Baba,"$100,727",-,-,"$100,727",100%
"1,820",Going West,"$100,670",-,-,"$100,670",100%
"1,821",Odiyan,"$100,577",-,-,"$100,577",100%
"1,822",All About Nina,"$100,335","$100,335",100%,-,-
"1,823",The Widowed Witch,"$100,318",-,-,"$100,318",100%
"1,824",Secuestro 2018 Re-release,"$100,228",-,-,"$100,228",100%
"1,825",Shimajirou the Movie: Great Adventure on Magic Island,"$100,092",-,-,"$100,092",100%
"1,826",The Family,"$99,673",-,-,"$99,673",100%
"1,827",Camera,"$99,511",-,-,"$99,511",100%
"1,828",Meow Wolf: Origin Story,"$99,488","$99,488",100%,-,-
"1,829",Kanarie,"$98,665",-,-,"$98,665",100%
"1,830",Reign of Judges: Title of Liberty - Concept Short,"$98,408","$93,224",94.7%,"$5,184",5.3%
"1,831",The Kiss Addict,"$98,143",-,-,"$98,143",100%
"1,832",Non è vero ma ci credo,"$98,083",-,-,"$98,083",100%
"1,833",Babamin Ceketi,"$97,677",-,-,"$97,677",100%
"1,834",Phoenix Forgotten 2018 Re-release,"$97,583",-,-,"$97,583",100%
"1,835",And Breathe Normally,"$96,922",-,-,"$96,922",100%
"1,836",Godspeed: The Race Across America,"$96,690","$96,690",100%,-,-
"1,837",Fortuna,"$96,548",-,-,"$96,548",100%
"1,838",Gordon & Paddy,"$96,265",-,-,"$96,265",100%
"1,839",Canavar Gibi,"$95,872",-,-,"$95,872",100%
"1,840",Why Are We Creative: The Centipede's Dilemma,"$95,569",-,-,"$95,569",100%
"1,841",The Night Eats the World,"$95,208",-,-,"$95,208",100%
"1,842",That's Not My Dog!,"$94,803",-,-,"$94,803",100%
"1,843",Hey Jude,"$94,029",-,-,"$94,029",100%
"1,844",Happy Planet: Tale of Boy 36,"$93,792",-,-,"$93,792",100%
"1,845",Mr & Mrs 420 Returns,"$93,557",-,-,"$93,557",100%
"1,846",Let the Corpses Tan,"$93,409","$93,409",100%,-,-
"1,847",Louis Theroux's Altered States,"$92,922",-,-,"$92,922",100%
"1,848",A Season in France,"$92,817",-,-,"$92,817",100%
"1,849",Sotka,"$92,812",-,-,"$92,812",100%
"1,850","Pup-o, ma!","$92,805",-,-,"$92,805",100%
"1,851",A Paper Marriage,"$92,700",-,-,"$92,700",100%
"1,852",Master of Oil Painting,"$92,673",-,-,"$92,673",100%
"1,853",We Are the Heat,"$92,317",-,-,"$92,317",100%
"1,854",Nancy,"$92,000","$80,115",87.1%,"$11,885",12.9%
"1,855",Time Trial,"$91,775",-,-,"$91,775",100%
"1,856",Super Master&Disciple,"$91,014",-,-,"$91,014",100%
"1,857",BANDSTAND: The Broadway Musical on Screen 2018 Re-release,"$91,000","$91,000",100%,-,-
"1,858",She Shears,"$90,973",-,-,"$90,973",100%
"1,859",Yuri!!! On Ice,"$90,751","$81,878",90.2%,"$8,873",9.8%
"1,860",492: A Man Called Death,"$90,630",-,-,"$90,630",100%
"1,861",Damo & Ivor The Movie,"$90,496",-,-,"$90,496",100%
"1,862",Minding the Gap,"$90,328","$11,998",13.3%,"$78,330",86.7%
"1,863",The Goalkeeper,"$90,168",-,-,"$90,168",100%
"1,864",Malati di sesso,"$90,054",-,-,"$90,054",100%
"1,865",Running for Grace,"$89,988","$89,988",100%,-,-
"1,866",Uncle,"$89,724",-,-,"$89,724",100%
"1,867",Panchavarnathatha,"$89,709",-,-,"$89,709",100%
"1,868",The Man Who Stole Banksy,"$89,674",-,-,"$89,674",100%
"1,869",Queen,"$89,381",-,-,"$89,381",100%
"1,870",Cat on a Hot Tin Roof,"$89,332","$89,332",100%,-,-
"1,871",Knife in the Clear Water,"$89,226",-,-,"$89,226",100%
"1,872",10 Segundos para Vencer,"$89,178",-,-,"$89,178",100%
"1,873",Dakuaan Da Munda,"$89,088",-,-,"$89,088",100%
"1,874",karantina XII,"$89,044",-,-,"$89,044",100%
"1,875",Permission,"$89,043",-,-,"$89,043",100%
"1,876",Ovunque proteggimi,"$88,944",-,-,"$88,944",100%
"1,877",The Mojicons 2,"$88,579",-,-,"$88,579",100%
"1,878",Looking for Eric 2018 Re-release,"$88,487",-,-,"$88,487",100%
"1,879",Reshenie o likvidatsii,"$88,242",-,-,"$88,242",100%
"1,880",Between Two Waters,"$87,763",-,-,"$87,763",100%
"1,881",Amalia the Secretary,"$87,661",-,-,"$87,661",100%
"1,882",Goldstone 2018 Re-release,"$87,639","$87,639",100%,-,-
"1,883",Vultures,"$87,074",-,-,"$87,074",100%
"1,884",Donbass,"$86,985",-,-,"$86,985",100%
"1,885",Tayemnyy shchodennyk Symona Petlyury,"$86,957",-,-,"$86,957",100%
"1,886",Never Say Goodbye,"$86,766",-,-,"$86,766",100%
"1,887",Njan Prakashan,"$86,540",-,-,"$86,540",100%
"1,888",Beuys,"$86,451","$65,410",75.7%,"$21,041",24.3%
"1,889",Devadas,"$86,187",-,-,"$86,187",100%
"1,890",Wesalna wela b'adna?,"$86,119",-,-,"$86,119",100%
"1,891",Poomaram,"$85,232",-,-,"$85,232",100%
"1,892",Benim Adim Osman,"$85,086",-,-,"$85,086",100%
"1,893",Ira,"$84,739",-,-,"$84,739",100%
"1,894",Turbal Rayeh Jay,"$84,533",-,-,"$84,533",100%
"1,895",Home Alone 2: Lost in New York 2018 Re-release,"$84,376",-,-,"$84,376",100%
"1,896","Nico, 1988","$83,558","$73,304",87.7%,"$10,254",12.3%
"1,897",Sailaja Reddy Alludu,"$83,262",-,-,"$83,262",100%
"1,898",Wonderlus,"$83,164",-,-,"$83,164",100%
"1,899",The Pluto Moment,"$83,081",-,-,"$83,081",100%
"1,900",Doctor Who: The Woman Who Fell to Earth,"$82,698","$82,698",100%,-,-
"1,901",The Dude in Me Pre-release,"$82,462",-,-,"$82,462",100%
"1,902",Bent,"$82,247",-,-,"$82,247",100%
"1,903",Naachiyaar,"$82,191",-,-,"$82,191",100%
"1,904",House No. 7,"$81,834",-,-,"$81,834",100%
"1,905",Stray,"$81,688",-,-,"$81,688",100%
"1,906",Little Manhattan 2018 Re-release,"$81,561",-,-,"$81,561",100%
"1,907",Republic Z,"$81,237",-,-,"$81,237",100%
"1,908",Mang dao,"$81,235",-,-,"$81,235",100%
"1,909",Yomeddine,"$81,030","$11,308",14%,"$69,722",86%
"1,910",Woman Walks Ahead,"$80,912","$57,528",71.1%,"$23,384",28.9%
"1,911",Taxiwala,"$80,486",-,-,"$80,486",100%
"1,912",Two Tales,"$80,380",-,-,"$80,380",100%
"1,913",En el séptimo día,"$79,887","$79,887",100%,-,-
"1,914",That Good Night,"$79,711",-,-,"$79,711",100%
"1,915",The Wild Fields,"$79,668",-,-,"$79,668",100%
"1,916",Dorst,"$79,623",-,-,"$79,623",100%
"1,917",Euphoria,"$79,451",-,-,"$79,451",100%
"1,918",Butterfly Sleep,"$79,296",-,-,"$79,296",100%
"1,919",Averno,"$78,969",-,-,"$78,969",100%
"1,920",The Boxcar Children - Surprise Island,"$78,676","$78,676",100%,-,-
"1,921",Linhas de Sangue,"$78,649",-,-,"$78,649",100%
"1,922",Hate Story IV,"$78,134",-,-,"$78,134",100%
"1,923",Un traductor,"$78,075","$13,509",17.3%,"$64,566",82.7%
"1,924",Rezo,"$78,053",-,-,"$78,053",100%
"1,925",Parchi,"$77,110","$69,431",90%,"$7,679",10%
"1,926",The State Against Mandela and the Others,"$76,955",-,-,"$76,955",100%
"1,927",Looking Glass,"$76,788",-,-,"$76,788",100%
"1,928",93Queen,"$76,056","$76,056",100%,-,-
"1,929",Maari 2,"$75,689",-,-,"$75,689",100%
"1,930",Touch Me Not,"$75,507","$13,782",18.3%,"$61,725",81.7%
"1,931",The Riot Act,"$75,506","$75,506",100%,-,-
"1,932",Gold 2018 Re-release,"$75,495",-,-,"$75,495",100%
"1,933",Adventures of Petey and Friends,"$75,235",-,-,"$75,235",100%
"1,934",Where Is Kyra?,"$74,821","$59,717",79.8%,"$15,104",20.2%
"1,935",Above and Beyond: NASA's Journey to Tomorrow,"$74,711","$74,711",100%,-,-
"1,936",Gunshot,"$74,688",-,-,"$74,688",100%
"1,937",Pliusas,"$74,637",-,-,"$74,637",100%
"1,938",No. 1 Chung Ying Street,"$74,337",-,-,"$74,337",100%
"1,939",Invasion 2018 Re-release,"$74,152",-,-,"$74,152",100%
"1,940",The Case,"$74,121",-,-,"$74,121",100%
"1,941",Organik Ask,"$74,011",-,-,"$74,011",100%
"1,942",The Boy Downstairs,"$73,988","$13,638",18.4%,"$60,350",81.6%
"1,943",After Auschwitz,"$73,885","$73,885",100%,-,-
"1,944",Gong-dong-jeong-beom,"$73,686",-,-,"$73,686",100%
"1,945",Cake 2018 Re-release,"$73,569",-,-,"$73,569",100%
"1,946",Diwanji Moola Grand Prix,"$73,521",-,-,"$73,521",100%
"1,947",Primal Rage: The Legend of Konga,"$73,383","$21,497",29.3%,"$51,886",70.7%
"1,948",Beate,"$73,361",-,-,"$73,361",100%
"1,949",Senses 5,"$73,255",-,-,"$73,255",100%
"1,950",CoCo Kokila,"$73,124",-,-,"$73,124",100%
"1,951",Antonio Lopez 1970: Sex Fashion & Disco,"$73,122","$43,169",59%,"$29,953",41%
"1,952",Wild Witch,"$72,821",-,-,"$72,821",100%
"1,953",Bunyan and Babe,"$72,060",-,-,"$72,060",100%
"1,954",The Frozen Maze,"$72,044",-,-,"$72,044",100%
"1,955",The Body Tree,"$71,432",-,-,"$71,432",100%
"1,956",Pin Cushion,"$71,275",-,-,"$71,275",100%
"1,957",First Love,"$70,765",-,-,"$70,765",100%
"1,958",Solo el Amor,"$70,759",-,-,"$70,759",100%
"1,959",Grass Ring,"$70,589",-,-,"$70,589",100%
"1,960",The Fog 2018 Re-release,"$70,421","$70,421",100%,-,-
"1,961",Askin Gören Gözlere Ihtiyaci yok,"$70,161",-,-,"$70,161",100%
"1,962",Kodachrome,"$70,149",-,-,"$70,149",100%
"1,963",Rememory,"$70,124",-,-,"$70,124",100%
"1,964",Yanimda Kal,"$70,093",-,-,"$70,093",100%
"1,965",Wastelander,"$70,045","$70,045",100%,-,-
"1,966",Nararet Masr,"$69,779",-,-,"$69,779",100%
"1,967",Suddenly Seventeen 2018 Re-release,"$69,616",-,-,"$69,616",100%
"1,968",Chef Flynn,"$69,542","$68,407",98.4%,"$1,135",1.6%
"1,969",A Soldier's Courage,"$69,290",-,-,"$69,290",100%
"1,970",Luciferina,"$69,209",-,-,"$69,209",100%
"1,971",Blood 13,"$69,175",-,-,"$69,175",100%
"1,972",Fireman Sam: Alien Alert 2018 Re-release,"$68,992",-,-,"$68,992",100%
"1,973",The Unrepentant Youth,"$68,836",-,-,"$68,836",100%
"1,974",My Name Is Thomas,"$68,623",-,-,"$68,623",100%
"1,975",Outside In,"$68,492","$68,492",100%,-,-
"1,976",Santo Cachón,"$68,378",-,-,"$68,378",100%
"1,977",Iblis,"$68,340",-,-,"$68,340",100%
"1,978",The Eyes of Orson Welles,"$68,328","$10,253",15%,"$58,075",85%
"1,979",10x10,"$68,260","$2,263",3.3%,"$65,997",96.7%
"1,980",Ribbit 2018 Re-release,"$68,241",-,-,"$68,241",100%
"1,981",Last Child,"$68,218",-,-,"$68,218",100%
"1,982",Ethel & Ernest 2018 Re-release,"$67,842",-,-,"$67,842",100%
"1,983",Shgaltana Arjantenia,"$67,717",-,-,"$67,717",100%
"1,984",Making the Five Heartbeats,"$67,415","$67,415",100%,-,-
"1,985",The Doctor from India,"$67,136","$67,136",100%,-,-
"1,986","3100, Run and Become","$66,789","$65,524",98.1%,"$1,265",1.9%
"1,987",Etlouly Barra,"$66,644",-,-,"$66,644",100%
"1,988",Loops,"$65,915",-,-,"$65,915",100%
"1,989",On the Run,"$65,798",-,-,"$65,798",100%
"1,990",Better Man,"$65,446",-,-,"$65,446",100%
"1,991",Mary's Land 2018 Re-release,"$65,164",-,-,"$65,164",100%
"1,992",Dubcek,"$64,841",-,-,"$64,841",100%
"1,993",Van Gogh: Of Wheat Fields and Clouded Skies,"$64,828",-,-,"$64,828",100%
"1,994",The School,"$64,760",-,-,"$64,760",100%
"1,995",Searching for Ingmar Bergman,"$64,742","$36,686",56.7%,"$28,056",43.3%
"1,996",Pity,"$64,733",-,-,"$64,733",100%
"1,997","Monrovia, Indiana","$64,596","$63,944",99%,$652,1%
"1,998",Aami,"$64,528",-,-,"$64,528",100%
"1,999",Krishnarjuna Yudham,"$64,323",-,-,"$64,323",100%
"2,000",Kaatrin Mozhi,"$64,149",-,-,"$64,149",100%
"2,001",A Way Out,"$63,802",-,-,"$63,802",100%
"2,002",Crystal Swan,"$63,603",-,-,"$63,603",100%
"2,003",Singing with Angry Bird,"$63,565",-,-,"$63,565",100%
"2,004",Rafaël,"$63,320",-,-,"$63,320",100%
"2,005",The First Time,"$62,950",-,-,"$62,950",100%
"2,006",The Wind Turns,"$62,772",-,-,"$62,772",100%
"2,007",The Gardener,"$62,734","$62,734",100%,-,-
"2,008",The Swan,"$62,716","$2,367",3.8%,"$60,349",96.2%
"2,009",Arapsaçi,"$62,012",-,-,"$62,012",100%
"2,010",The Bravest Escort Group,"$62,007",-,-,"$62,007",100%
"2,011",Aanakkallan,"$61,961",-,-,"$61,961",100%
"2,012",I Dream in Another Language 2018 Re-release,"$61,824",-,-,"$61,824",100%
"2,013",River Runs Red,"$61,789","$9,893",16%,"$51,896",84%
"2,014",My Story,"$61,580",-,-,"$61,580",100%
"2,015",Soledad,"$61,577",-,-,"$61,577",100%
"2,016",Here and Now,"$61,271","$13,892",22.7%,"$47,379",77.3%
"2,017",Never Goin' Back,"$61,271","$61,271",100%,-,-
"2,018",Michael Inside,"$61,034",-,-,"$61,034",100%
"2,019",Carga,"$60,896",-,-,"$60,896",100%
"2,020",A Kid Like Jake,"$60,784","$58,403",96.1%,"$2,381",3.9%
"2,021",Viper Club,"$60,607","$60,607",100%,-,-
"2,022",Never Not Love You,"$60,538",-,-,"$60,538",100%
"2,023",El club de los buenos infieles,"$60,428",-,-,"$60,428",100%
"2,024",Ask Bu Mu?,"$60,366",-,-,"$60,366",100%
"2,025",Waiting for Me in Heaven,"$60,326",-,-,"$60,326",100%
"2,026",Meerkat Maantuig,"$60,232",-,-,"$60,232",100%
"2,027",Cake,"$59,789",-,-,"$59,789",100%
"2,028",The Domestics,"$59,766",-,-,"$59,766",100%
"2,029",Load Wedding,"$59,641",-,-,"$59,641",100%
"2,030",Yi Yi 2018 Re-release,"$59,442",-,-,"$59,442",100%
"2,031",Legend of the Carpathians,"$59,421",-,-,"$59,421",100%
"2,032",Kafir,"$59,365",-,-,"$59,365",100%
"2,033",Bomb City,"$59,329","$59,329",100%,-,-
"2,034",War Commanders,"$59,139",-,-,"$59,139",100%
"2,035",Digimon Adventure tri. Part 4: Loss,"$59,114","$59,114",100%,-,-
"2,036",The Humanity Bureau,"$58,970",-,-,"$58,970",100%
"2,037",Call Sign Banderas,"$58,883",-,-,"$58,883",100%
"2,038",Outlaws,"$58,652",-,-,"$58,652",100%
"2,039",Locos de Amor 2018 Re-release,"$58,603",-,-,"$58,603",100%
"2,040",Horn from the Heart: The Paul Butterfield Story,"$58,597","$58,597",100%,-,-
"2,041",Cynthia,"$58,177","$58,177",100%,-,-
"2,042",In Search of Greatness,"$58,090","$58,090",100%,-,-
"2,043",The Uncovering,"$58,064",-,-,"$58,064",100%
"2,044",The Yellow Birds,"$57,946",-,-,"$57,946",100%
"2,045",Ecinni,"$57,778",-,-,"$57,778",100%
"2,046",The Deer Hunter 2018 Re-release,"$57,678",-,-,"$57,678",100%
"2,047",Meshok bez dna,"$57,420",-,-,"$57,420",100%
"2,048",Menocchio the Heretic,"$57,404",-,-,"$57,404",100%
"2,049",Ramen Heads,"$57,345","$57,345",100%,-,-
"2,050",Legalize Já: Amizade Nunca Morre,"$57,004",-,-,"$57,004",100%
"2,051",Dream Breaker,"$56,948",-,-,"$56,948",100%
"2,052",Carmen,"$56,804",-,-,"$56,804",100%
"2,053",Seeking Happily Ever After,"$56,580",-,-,"$56,580",100%
"2,054",Errementari,"$56,516",-,-,"$56,516",100%
"2,055",Cargo,"$56,385",-,-,"$56,385",100%
"2,056",Comic Sans,"$56,259",-,-,"$56,259",100%
"2,057",Return to Bollene,"$56,215",-,-,"$56,215",100%
"2,058",Notebook from My Mother,"$56,047",-,-,"$56,047",100%
"2,059",The Sea of Trees 2018 Re-release,"$56,010",-,-,"$56,010",100%
