Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,655",I Miss You Mom,"$147,448",-,-,"$147,448",100%
"1,656",Masha and the Bear,"$147,174",-,-,"$147,174",100%
"1,657",Driven,"$147,172",-,-,"$147,172",100%
"1,658",Citizen K,"$145,941","$120,411",82.5%,"$25,530",17.5%
"1,659",Framing John DeLorean,"$145,625","$145,625",100%,-,-
"1,660",Uda Aida,"$145,514",-,-,"$145,514",100%
"1,661",Efsunlu - Kabirden Gelen,"$145,500",-,-,"$145,500",100%
"1,662",The Last Serb in Croatia,"$145,071",-,-,"$145,071",100%
"1,663",I'll Wait for You,"$144,796",-,-,"$144,796",100%
"1,664",L.O.L. Surprise! On the Big Screen,"$144,400",-,-,"$144,400",100%
"1,665",Good Boy and Kung Fu,"$144,214",-,-,"$144,214",100%
"1,666",We Die Young,"$143,837",-,-,"$143,837",100%
"1,667",Til Death Do Us Part 2019 Re-release,"$143,801",-,-,"$143,801",100%
"1,668",Ladrões de Tuta e Meia,"$143,657",-,-,"$143,657",100%
"1,669",June,"$143,617",-,-,"$143,617",100%
"1,670",Doctor Who: Logopolis,"$143,248","$143,248",100%,-,-
"1,671",Roh Moo-hyun and the Fools,"$143,187",-,-,"$143,187",100%
"1,672",Na Parizh!,"$142,748",-,-,"$142,748",100%
"1,673",Liao Junbo,"$142,148",-,-,"$142,148",100%
"1,674",Hellaro,"$141,243",-,-,"$141,243",100%
"1,675",Branagh Theatre Live: The Winter's Tale,"$141,143","$141,143",100%,-,-
"1,676",Not Guilty,"$140,869",-,-,"$140,869",100%
"1,677",Canelo vs. Kovalev,"$140,820","$140,820",100%,-,-
"1,678",The Cordillera of Dreams,"$140,465","$20,943",14.9%,"$119,522",85.1%
"1,679",Quand on crie au loup,"$140,369",-,-,"$140,369",100%
"1,680",Hutsulka Ksenya,"$140,195",-,-,"$140,195",100%
"1,681",Boo!,"$139,875",-,-,"$139,875",100%
"1,682",Wilder vs. Ortiz,"$139,207","$139,207",100%,-,-
"1,683",Rosie,"$139,192","$6,839",4.9%,"$132,353",95.1%
"1,684",Who Will Write Our History,"$138,868","$138,039",99.4%,$829,0.6%
"1,685",Unbreakable,"$138,777",-,-,"$138,777",100%
"1,686",Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,"$137,888","$137,888",100%,-,-
"1,687",Leonardo: The Works,"$137,520",-,-,"$137,520",100%
"1,688",A Fishboy's Story: Tortoise From the Sea,"$137,155",-,-,"$137,155",100%
"1,689",Ajvar,"$137,139",-,-,"$137,139",100%
"1,690",The Benefit of the Doubt,"$136,070",-,-,"$136,070",100%
"1,691",Mothers' Instinct,"$135,950",-,-,"$135,950",100%
"1,692",Welcome to Acapulco,"$135,908",-,-,"$135,908",100%
"1,693",Made in Abyss: Journey's Dawn,"$135,821","$134,047",98.7%,"$1,774",1.3%
"1,694","River, El Más Grande Siempre","$135,655",-,-,"$135,655",100%
"1,695",Skin,"$135,562",-,-,"$135,562",100%
"1,696",Sonchiriya,"$135,413","$86,765",64.1%,"$48,648",35.9%
"1,697",The Other Story,"$135,191","$135,191",100%,-,-
"1,698",Nguoi La Oi,"$134,222",-,-,"$134,222",100%
"1,699",Miss Stevens 2019 Re-release,"$133,924",-,-,"$133,924",100%
"1,700",Lost in the Cave Dwelling,"$132,584",-,-,"$132,584",100%
"1,701",Hey Duggee at the Cinema,"$132,420",-,-,"$132,420",100%
"1,702",The First People's City Fond by the Chinese Communist Party,"$132,118",-,-,"$132,118",100%
"1,703",Sasha Was Here,"$131,500",-,-,"$131,500",100%
"1,704",The Wind,"$130,974","$28,252",21.6%,"$102,722",78.4%
"1,705",Mister America,"$130,897","$130,897",100%,-,-
"1,706",Maya,"$130,765",-,-,"$130,765",100%
"1,707",Territory of Love,"$130,446",-,-,"$130,446",100%
"1,708",Love Them All,"$130,027",-,-,"$130,027",100%
"1,709",PM Narendra Modi,"$129,955",-,-,"$129,955",100%
"1,710",Section 375,"$129,916",-,-,"$129,916",100%
"1,711",The Kindness of Strangers,"$129,603","$2,705",2.1%,"$126,898",97.9%
"1,712",The Etruscan Smile,"$129,418",-,-,"$129,418",100%
"1,713",Sesinde Ask Var,"$129,378",-,-,"$129,378",100%
"1,714",Fatal Nightmare,"$128,296",-,-,"$128,296",100%
"1,715",Sara e Marti,"$128,092",-,-,"$128,092",100%
"1,716",Good Morning and Good Night,"$128,079",-,-,"$128,079",100%
"1,717",The Guest,"$127,625",-,-,"$127,625",100%
"1,718",Above the Sky,"$127,533",-,-,"$127,533",100%
"1,719",Young Female Warrior,"$127,410",-,-,"$127,410",100%
"1,720",The King,"$126,931",-,-,"$126,931",100%
"1,721",Forgotten Christmas,"$126,523",-,-,"$126,523",100%
"1,722",18am Padi,"$125,766",-,-,"$125,766",100%
"1,723",Paris Is Burning 2019 Re-release,"$125,677","$125,677",100%,-,-
"1,724",This Changes Everything,"$125,348","$64,988",51.8%,"$60,360",48.2%
"1,725",Mary Magdalene 2019 Re-release,"$124,741","$124,741",100%,-,-
"1,726",Pegasus: Pony with a Broken Wing,"$124,732",-,-,"$124,732",100%
"1,727",Cin Azabi,"$124,685",-,-,"$124,685",100%
"1,728",Vo Gian Dao,"$124,606",-,-,"$124,606",100%
"1,729",A Tuba to Cuba,"$124,592","$121,772",97.7%,"$2,820",2.3%
"1,730",BanG Dream! FILM LIVE,"$124,473",-,-,"$124,473",100%
"1,731",Un petit air de famille,"$124,359",-,-,"$124,359",100%
"1,732",Utneunnamja Gamdokpan,"$123,657",-,-,"$123,657",100%
"1,733",Downtown 81 2019 Re-release,"$123,387","$123,387",100%,-,-
"1,734",Easy Rider 2019 Re-release,"$123,276","$123,276",100%,-,-
"1,735",Thunderdome Never Dies,"$122,970",-,-,"$122,970",100%
"1,736",Warren Miller's Face of Winter,"$122,855",-,-,"$122,855",100%
"1,737",Truyên Ngan,"$122,699",-,-,"$122,699",100%
"1,738",Remember Me,"$122,062",-,-,"$122,062",100%
"1,739",Tremors,"$121,813","$23,911",19.6%,"$97,902",80.4%
"1,740",Surkhi Bindi,"$121,163",-,-,"$121,163",100%
"1,741","I Love You, You're Perfect, Now Change!","$120,837",-,-,"$120,837",100%
"1,742",Dark Light,"$120,818",-,-,"$120,818",100%
"1,743",The Retirement,"$120,806",-,-,"$120,806",100%
"1,744",Feo pero Sabroso,"$120,645",-,-,"$120,645",100%
"1,745",Avant qu'on explose,"$119,894","$119,894",100%,-,-
"1,746",The Anomaly 2019 Re-release,"$119,730",-,-,"$119,730",100%
"1,747",National Theater Live: Cyrano de Bergerac,"$118,698","$86,300",72.7%,"$32,398",27.3%
"1,748",Chandigarh Amritsar Chandigarh,"$118,655",-,-,"$118,655",100%
"1,749",Band Vaaje,"$118,218",-,-,"$118,218",100%
"1,750",Botero,"$117,400",-,-,"$117,400",100%
"1,751",Ghost Sword,"$117,363",-,-,"$117,363",100%
"1,752",Spellbound,"$116,900",-,-,"$116,900",100%
"1,753",Mermaid Down,"$116,466",-,-,"$116,466",100%
"1,754",And the Oskar Goes To..,"$116,304",-,-,"$116,304",100%
"1,755",Mob Psycho 100,"$115,766","$115,766",100%,-,-
"1,756",Exit 2019 Re-release,"$115,351",-,-,"$115,351",100%
"1,757",The Mafia Is No Longer What It Used to Be,"$115,125",-,-,"$115,125",100%
"1,758",Curiosa,"$114,900",-,-,"$114,900",100%
"1,759",Returning of Red Flag Canal,"$114,785",-,-,"$114,785",100%
"1,760",The Fault Is Not Yours,"$114,693",-,-,"$114,693",100%
"1,761",Sympathy for the Devil,"$114,301","$51,150",44.8%,"$63,151",55.2%
"1,762",The Holy Family,"$114,025",-,-,"$114,025",100%
"1,763",Sharp the Bull,"$114,006",-,-,"$114,006",100%
"1,764",The Woman Who Loves Giraffes,"$113,858","$113,858",100%,-,-
"1,765",Business on WeChat,"$113,615",-,-,"$113,615",100%
"1,766",Police Story,"$113,164","$113,164",100%,-,-
"1,767",Kulyas: Lanetin Bedeli,"$112,901",-,-,"$112,901",100%
"1,768","Sonora, the Devil's Highway","$112,633",-,-,"$112,633",100%
"1,769",Mylene Farmer 2019 - The Film,"$112,613",-,-,"$112,613",100%
"1,770",A Tor Bella Monaca non piove mai,"$112,440",-,-,"$112,440",100%
"1,771",Kanchana 3,"$111,447",-,-,"$111,447",100%
"1,772",Death Row Family,"$111,443",-,-,"$111,443",100%
"1,773",Running with the Devil,"$111,218",-,-,"$111,218",100%
"1,774",Death Whisper,"$109,845",-,-,"$109,845",100%
"1,775",Babylon,"$109,749","$109,749",100%,-,-
"1,776",Guard,"$109,723",-,-,"$109,723",100%
"1,777",Eel Squad,"$109,487",-,-,"$109,487",100%
"1,778",Barabbas,"$109,275",-,-,"$109,275",100%
"1,779",The Hatred,"$109,227",-,-,"$109,227",100%
"1,780",Dinotasia Dinosaur Chronicle,"$108,907",-,-,"$108,907",100%
"1,781",Producer,"$108,739",-,-,"$108,739",100%
"1,782",Shining Star: The Birth of New Luna-Queen,"$107,869",-,-,"$107,869",100%
"1,783","Yo, mi mujer y mi mujer muerta","$107,576",-,-,"$107,576",100%
"1,784",Couples' Night,"$106,875",-,-,"$106,875",100%
"1,785",Never Grow Old,"$106,796",-,-,"$106,796",100%
"1,786",The Girl in the Sun 2019 Re-release,"$106,623",-,-,"$106,623",100%
"1,787",Bene ma non benissimo,"$106,490",-,-,"$106,490",100%
"1,788",For the Ones We Loved,"$106,143",-,-,"$106,143",100%
"1,789",The Brink,"$106,057","$106,057",100%,-,-
"1,790",Konusan Hayvanlar,"$105,959",-,-,"$105,959",100%
"1,791",Shubharathri,"$105,932",-,-,"$105,932",100%
"1,792",Araf 3: Cinler Kitabi,"$105,884",-,-,"$105,884",100%
"1,793",Shin Godzilla 2019 Re-release,"$105,538",-,-,"$105,538",100%
"1,794",Locos por la herencia,"$105,412",-,-,"$105,412",100%
"1,795",The Last Recipe: Memory of Giraffe's Tongue 2019 Re-release,"$105,224",-,-,"$105,224",100%
"1,796",Afrika na Pionieri,"$105,027",-,-,"$105,027",100%
"1,797",Cold Case Hammarskjöld,"$104,965","$104,965",100%,-,-
"1,798",Heavenly Being with You,"$104,041",-,-,"$104,041",100%
"1,799",Spasibo dedu za pobedu,"$103,820",-,-,"$103,820",100%
"1,800","Garabandal, Only God Knows","$103,775",-,-,"$103,775",100%
"1,801",End of the Century,"$103,047","$66,309",64.3%,"$36,738",35.7%
"1,802",Bolshoi Ballet: Raymonda,"$102,959",-,-,"$102,959",100%
"1,803",Hockney 2019 Re-release,"$102,753",-,-,"$102,753",100%
"1,804",Sadko 2019 Re-release,"$102,664",-,-,"$102,664",100%
"1,805",Villmarksbarna - En eventyrlig reise,"$102,337",-,-,"$102,337",100%
"1,806",The Accidental Prime Minister,"$102,300",-,-,"$102,300",100%
"1,807",Save Your Soul,"$102,030",-,-,"$102,030",100%
"1,808",Hotel by the River,"$101,879","$28,354",27.8%,"$73,525",72.2%
"1,809",Brave Father Online: Our Story of Final Fantasy XIV,"$101,796",-,-,"$101,796",100%
"1,810",Those Who Remained,"$101,737",-,-,"$101,737",100%
"1,811",The Door,"$101,578",-,-,"$101,578",100%
"1,812",The Way 2019 Re-release,"$101,446",-,-,"$101,446",100%
"1,813",QT8: The First Eight,"$101,346","$51,896",51.2%,"$49,450",48.8%
"1,814",One Last Deal,"$101,247",-,-,"$101,247",100%
"1,815",LKG,"$101,032",-,-,"$101,032",100%
"1,816",Prati Roju Pandaage,"$100,173",-,-,"$100,173",100%
"1,817",Chaal Jeevi Laiye,"$100,113",-,-,"$100,113",100%
"1,818","Policeman from Rublyovka, New Year's Lawlessness","$100,054",-,-,"$100,054",100%
"1,819",Inna De Yard,"$99,914",-,-,"$99,914",100%
"1,820",Papi Chulo,"$99,546","$84,703",85.1%,"$14,843",14.9%
"1,821",Heavy Water,"$99,503","$55,446",55.7%,"$44,057",44.3%
"1,822",Qarmat Beyitmarmat,"$99,408",-,-,"$99,408",100%
"1,823",Barcelona 1714,"$99,372",-,-,"$99,372",100%
"1,824",Citizen Roh,"$99,336",-,-,"$99,336",100%
"1,825",Eaten by Lions,"$99,276",-,-,"$99,276",100%
"1,826",Wise Children,"$99,194",-,-,"$99,194",100%
"1,827",The Story of Racheltjie De Beer,"$98,963",-,-,"$98,963",100%
"1,828",Prey 2019 Re-release,"$98,676",-,-,"$98,676",100%
"1,829",Only You,"$98,669",-,-,"$98,669",100%
"1,830",Ghost Father,"$98,619",-,-,"$98,619",100%
"1,831",The Boat,"$98,559",-,-,"$98,559",100%
"1,832",High Strung Free Dance 2019 Re-release,"$98,481","$83,891",85.2%,"$14,590",14.8%
"1,833",Casino.sk,"$98,336",-,-,"$98,336",100%
"1,834",Charlie Says,"$98,240","$40,685",41.4%,"$57,555",58.6%
"1,835",A Long Goodbye,"$98,096",-,-,"$98,096",100%
"1,836",Benjamin,"$97,521",-,-,"$97,521",100%
"1,837",Never Happened,"$97,294",-,-,"$97,294",100%
"1,838",Prassthanam,"$97,204","$19,984",20.6%,"$77,220",79.4%
"1,839",Little Monsters,"$97,111",-,-,"$97,111",100%
"1,840",Killers Anonymous,"$97,092",-,-,"$97,092",100%
"1,841",Thadam,"$96,878",-,-,"$96,878",100%
"1,842",Swingers,"$96,574",-,-,"$96,574",100%
"1,843",Beyaz Hüzün,"$96,158",-,-,"$96,158",100%
"1,844",Yeh Saali Aashiqui,"$96,017",-,-,"$96,017",100%
"1,845",Happy Ending,"$95,948",-,-,"$95,948",100%
"1,846",Astral Travel,"$95,904",-,-,"$95,904",100%
"1,847",A Bigger Splash 2019 Re-release,"$95,826","$95,826",100%,-,-
"1,848",Saand Ki Aankh,"$95,724",-,-,"$95,724",100%
"1,849",Yugo & Lala 4 2019 Re-release,"$95,712",-,-,"$95,712",100%
"1,850",King of Prism: Shiny Seven Stars IV/King of Prism: Shiny Seven Stars,"$95,554",-,-,"$95,554",100%
"1,851",The Final Wish,"$95,215","$25,183",26.4%,"$70,032",73.6%
"1,852",Astro Gardener,"$94,396",-,-,"$94,396",100%
"1,853",Finke: There and Back,"$94,205",-,-,"$94,205",100%
"1,854",Sir-Ayet 2,"$93,984",-,-,"$93,984",100%
"1,855",Arjun Patiala,"$93,802",-,-,"$93,802",100%
"1,856",Super Model Fantasy,"$93,348",-,-,"$93,348",100%
"1,857",Highway 318,"$93,338",-,-,"$93,338",100%
"1,858",Trauma Center,"$92,968",-,-,"$92,968",100%
"1,859",Geçmis Olsun,"$92,938",-,-,"$92,938",100%
"1,860",A Tale of Three Sisters,"$92,931",-,-,"$92,931",100%
"1,861",The Moneychanger,"$92,640",-,-,"$92,640",100%
"1,862",Vampirina's Fang-Tastic Party,"$92,042",-,-,"$92,042",100%
"1,863",The Heart,"$91,344",-,-,"$91,344",100%
"1,864",Right Here Waiting For You,"$91,148",-,-,"$91,148",100%
"1,865",Mapplethorpe,"$91,002","$91,002",100%,-,-
"1,866",Manhattan 2019 Re-release,"$90,966",-,-,"$90,966",100%
"1,867",Renacidos - El Padre Pío cambió sus vidas,"$90,954",-,-,"$90,954",100%
"1,868","Ireesha, The Daughter of Elf-king","$90,804",-,-,"$90,804",100%
"1,869",Loopers: The Caddie's Long Walk,"$90,679","$90,679",100%,-,-
"1,870",Jack & Daniel,"$90,663",-,-,"$90,663",100%
"1,871",Black Mercedes,"$90,549",-,-,"$90,549",100%
"1,872",Rivercide: The Secret Six,"$90,057",-,-,"$90,057",100%
"1,873",A Million Little Pieces,"$89,825",-,-,"$89,825",100%
"1,874",Afterimage 2019 Re-release,"$89,739",-,-,"$89,739",100%
"1,875",Ya ne takoy. Ya ne takaya,"$89,667",-,-,"$89,667",100%
"1,876",Farming,"$89,374",-,-,"$89,374",100%
"1,877",Zibilla,"$88,667",-,-,"$88,667",100%
"1,878",Vai,"$88,402",-,-,"$88,402",100%
"1,879",Witch,"$88,367",-,-,"$88,367",100%
"1,880",The Lumber Baron,"$88,336","$88,336",100%,-,-
"1,881",Jim Allison: Breakthrough,"$87,984","$87,984",100%,-,-
"1,882",Solaris 2019 Re-release,"$87,768",-,-,"$87,768",100%
"1,883",Three Husbands,"$87,765",-,-,"$87,765",100%
"1,884",Inferior Student Qiao Xi,"$87,578",-,-,"$87,578",100%
"1,885",Miss Bala 2019 Re-release,"$87,514",-,-,"$87,514",100%
"1,886",The Memory of Water,"$87,427",-,-,"$87,427",100%
"1,887",Solum,"$87,419",-,-,"$87,419",100%
"1,888",Ali 2019 Re-release,"$87,081",-,-,"$87,081",100%
"1,889",The Third Man 2019 Re-release,"$86,941",-,-,"$86,941",100%
"1,890",Nobody Nose,"$86,919",-,-,"$86,919",100%
"1,891",ECCO,"$86,858","$86,858",100%,-,-
"1,892",Vault,"$86,741","$29,491",34%,"$57,250",66%
"1,893",Yang Jingyu,"$86,463",-,-,"$86,463",100%
"1,894",Nhan Duyen: Nguoi Yeu Tien Kiep,"$85,762",-,-,"$85,762",100%
"1,895",Belated Confession,"$85,457",-,-,"$85,457",100%
"1,896",Dil Diyan Gallan,"$85,456",-,-,"$85,456",100%
"1,897",Skid Row Marathon,"$84,997","$84,997",100%,-,-
"1,898",Gaza,"$84,928",-,-,"$84,928",100%
"1,899",Woodstock,"$84,440","$84,440",100%,-,-
"1,900",All Is Well,"$84,399",-,-,"$84,399",100%
"1,901",Closeness 2019 Re-release,"$84,398",-,-,"$84,398",100%
"1,902",The Disappearance of My Mother,"$83,930","$24,951",29.7%,"$58,979",70.3%
"1,903",Satellite Shankar,"$83,896",-,-,"$83,896",100%
"1,904",Upin & Ipin: Keris Siamang Tunggal,"$83,857",-,-,"$83,857",100%
"1,905",Jeronimo,"$83,762",-,-,"$83,762",100%
"1,906",In the Trap,"$83,215",-,-,"$83,215",100%
"1,907",Happy Home,"$83,205",-,-,"$83,205",100%
"1,908",A Vigilante,"$83,012",-,-,"$83,012",100%
"1,909",Chambord,"$82,841",-,-,"$82,841",100%
"1,910",Vertigo,"$82,778",-,-,"$82,778",100%
"1,911",Tutte le mie notti,"$82,693",-,-,"$82,693",100%
"1,912",Breakthrough,"$82,480",-,-,"$82,480",100%
"1,913",Valan: Valley of Angels,"$82,283",-,-,"$82,283",100%
"1,914",Prey,"$82,258",-,-,"$82,258",100%
"1,915",Posledniy bogatyr 2019 Re-release,"$81,918",-,-,"$81,918",100%
"1,916",Saimon & Tada Takashi,"$81,727",-,-,"$81,727",100%
"1,917",Kind Hearts and Coronets 2019 Re-release,"$80,795","$35,948",44.5%,"$44,847",55.5%
"1,918",The Row,"$80,749",-,-,"$80,749",100%
"1,919",Braid,"$80,745",-,-,"$80,745",100%
"1,920",Batman Returns 2019 Re-release,"$80,699","$70,642",87.5%,"$10,057",12.5%
"1,921",Noura's Dream,"$80,675",-,-,"$80,675",100%
"1,922",Ms. Purple,"$80,657","$80,657",100%,-,-
"1,923",The Imagined Wolf,"$80,308",-,-,"$80,308",100%
"1,924",Kim-Gun,"$80,227",-,-,"$80,227",100%
"1,925",Keep Calm and Snap,"$80,187",-,-,"$80,187",100%
"1,926",Armstrong,"$80,169","$19,740",24.6%,"$60,429",75.4%
"1,927",We Have Always Lived in the Castle,"$80,094",-,-,"$80,094",100%
"1,928",Merhaba Güzel Vatanim,"$79,892",-,-,"$79,892",100%
"1,929",Gaddalakonda Ganesh,"$79,756",-,-,"$79,756",100%
"1,930",A Tramway in Jerusalem,"$79,507",-,-,"$79,507",100%
"1,931",Christ Stopped at Eboli,"$78,736","$78,736",100%,-,-
"1,932",El Pepe: A Supreme Life,"$78,683",-,-,"$78,683",100%
"1,933",NTR Kathanayakudu,"$78,538",-,-,"$78,538",100%
"1,934",Tim Chong Cho Me,"$78,512",-,-,"$78,512",100%
"1,935",G Affairs,"$78,419",-,-,"$78,419",100%
"1,936",Lola,"$78,354",-,-,"$78,354",100%
"1,937",FOMO: Fear of Missing Out,"$78,254",-,-,"$78,254",100%
"1,938",Nekrotronic,"$78,206",-,-,"$78,206",100%
"1,939",The Combination: Redemption,"$77,743",-,-,"$77,743",100%
"1,940",The Birth of New China,"$77,621",-,-,"$77,621",100%
"1,941",Agatha and the Truth of Murder,"$77,542",-,-,"$77,542",100%
"1,942",The Amityville Murders,"$77,206",-,-,"$77,206",100%
"1,943",Vantha Rajavathaan Varuven,"$77,173",-,-,"$77,173",100%
"1,944",Fast Color,"$76,916","$76,916",100%,-,-
"1,945",Dafne,"$76,899",-,-,"$76,899",100%
"1,946",Half the Sky,"$76,483",-,-,"$76,483",100%
"1,947",Ever After,"$76,243",-,-,"$76,243",100%
"1,948",Venky Mama,"$76,083",-,-,"$76,083",100%
"1,949",Greener Grass,"$76,045","$51,456",67.7%,"$24,589",32.3%
"1,950",Daaka,"$75,949",-,-,"$75,949",100%
"1,951",Only Love Can Do This to Me,"$75,888",-,-,"$75,888",100%
"1,952",Manaslu - Berg der Seelen,"$75,381",-,-,"$75,381",100%
"1,953",Oh Baby,"$75,188",-,-,"$75,188",100%
"1,954",Savage,"$75,063",-,-,"$75,063",100%
"1,955",Maria do Caritó,"$74,814",-,-,"$74,814",100%
"1,956",The Elephant King,"$74,589",-,-,"$74,589",100%
"1,957",Knockout,"$74,457",-,-,"$74,457",100%
"1,958",Made in Bangladesh,"$74,432","$5,322",7.2%,"$69,110",92.8%
"1,959",Aznavour by Charles,"$74,394",-,-,"$74,394",100%
"1,960",The Handmaiden 2019 Re-release,"$74,320",-,-,"$74,320",100%
"1,961",Karisma Bende,"$74,122",-,-,"$74,122",100%
"1,962",The Prague Orgy,"$73,940",-,-,"$73,940",100%
"1,963",Fishtales 2,"$73,161",-,-,"$73,161",100%
"1,964",5B,"$72,968","$72,968",100%,-,-
"1,965",Ecinni: Tilsimli Mezar,"$72,832",-,-,"$72,832",100%
"1,966",Mera Naam Shaji,"$72,768",-,-,"$72,768",100%
"1,967",A.C.O.R.N.S.: Operation Crackdown 2019 Re-release,"$72,758",-,-,"$72,758",100%
"1,968",Sunset Promise,"$72,674",-,-,"$72,674",100%
"1,969",Deadtectives,"$72,559",-,-,"$72,559",100%
"1,970",Xi Ha Ying Xiong,"$72,265",-,-,"$72,265",100%
"1,971",Blaze and the Monster Machines. Rusty Rivets,"$72,203",-,-,"$72,203",100%
"1,972",Take Me Somewhere Nice,"$72,120",-,-,"$72,120",100%
"1,973",Dev,"$72,048",-,-,"$72,048",100%
"1,974",The Day of Chocolate,"$71,714",-,-,"$71,714",100%
"1,975",Witches in the Woods,"$71,640",-,-,"$71,640",100%
"1,976",Love and Run,"$71,637",-,-,"$71,637",100%
"1,977",The Tashkent Files,"$71,369",-,-,"$71,369",100%
"1,978",Love as Much as Pain,"$71,140",-,-,"$71,140",100%
"1,979",Free Trip to Egypt 2019 Re-release,"$71,087","$71,087",100%,-,-
"1,980",The Cleaning Lady,"$71,003",-,-,"$71,003",100%
"1,981",Manmadhudu 2,"$70,936",-,-,"$70,936",100%
"1,982",Chhota Bheem Kung Fu Dhamaka,"$70,655",-,-,"$70,655",100%
"1,983",GG Bond: Lollipop in Fantasy,"$70,578",-,-,"$70,578",100%
"1,984",Gaston Lagaffe 2019 Re-release,"$70,328",-,-,"$70,328",100%
"1,985",Fist & Furious,"$70,303",-,-,"$70,303",100%
"1,986",Being Frank: The Chris Sievey Story,"$70,301",-,-,"$70,301",100%
"1,987",Hillary: Ocean to Sky,"$70,049",-,-,"$70,049",100%
"1,988",I Am Lying Now,"$69,642",-,-,"$69,642",100%
"1,989",El Rey del sapo,"$69,547",-,-,"$69,547",100%
"1,990",Super Furball,"$69,416",-,-,"$69,416",100%
"1,991",Zeroville,"$69,396",-,-,"$69,396",100%
"1,992",The Accordionist's Son,"$69,351",-,-,"$69,351",100%
"1,993",Blackia,"$69,193",-,-,"$69,193",100%
"1,994",Dachra,"$69,013",-,-,"$69,013",100%
"1,995",The White Sheik 2019 re-release,"$68,940","$50,850",73.8%,"$18,090",26.2%
"1,996",Fragrance,"$68,555",-,-,"$68,555",100%
"1,997",Last Year at Marienbad 2019 Re-release,"$68,402","$63,425",92.7%,"$4,977",7.3%
"1,998",Invisible,"$68,344",-,-,"$68,344",100%
"1,999",The Diary of Diana B,"$68,301",-,-,"$68,301",100%
"2,000",Orsai,"$68,259",-,-,"$68,259",100%
"2,001",The Eulogy,"$68,080",-,-,"$68,080",100%
"2,002",¡He matado a mi marido!,"$68,017","$45,777",67.3%,"$22,240",32.7%
"2,003",Nailed,"$68,002",-,-,"$68,002",100%
"2,004",Khandaani Shafakhana,"$67,534",-,-,"$67,534",100%
"2,005",Lancaster Skies,"$67,522",-,-,"$67,522",100%
"2,006",Goliath,"$67,406",-,-,"$67,406",100%
"2,007",We Belong Together,"$67,397",-,-,"$67,397",100%
"2,008",Being Frank,"$67,343","$67,343",100%,-,-
"2,009",Parey Hut Love,"$67,194",-,-,"$67,194",100%
"2,010",Superstar 2019 Re-release,"$66,939",-,-,"$66,939",100%
"2,011",Edakkad Battalion 06,"$66,705",-,-,"$66,705",100%
"2,012",Don't Look Now 2019 Re-release,"$66,700",-,-,"$66,700",100%
"2,013",A Fantastic Encounter,"$66,561",-,-,"$66,561",100%
"2,014",All the Devil's Men,"$65,829",-,-,"$65,829",100%
"2,015",Thunderstorm,"$65,633",-,-,"$65,633",100%
"2,016",Girgitle,"$65,509",-,-,"$65,509",100%
"2,017",Gabriel,"$65,343",-,-,"$65,343",100%
"2,018",Magamuni,"$65,281",-,-,"$65,281",100%
"2,019",The Jesus Rolls,"$64,648","$18,169",28.1%,"$46,479",71.9%
"2,020",Undercover vs. Undercover,"$64,601",-,-,"$64,601",100%
"2,021",Izzie's Way Home,"$64,112",-,-,"$64,112",100%
"2,022",The Arctic Camels,"$64,091",-,-,"$64,091",100%
"2,023",In the Middle of the River,"$64,054",-,-,"$64,054",100%
"2,024",Making Waves: The Art of Cinematic Sound,"$63,998","$53,144",83%,"$10,854",17%
"2,025",Akillara Seza,"$63,804",-,-,"$63,804",100%
"2,026",Go to Heaven Alive,"$63,769",-,-,"$63,769",100%
"2,027",Game Over,"$63,183",-,-,"$63,183",100%
"2,028",M.C. Escher - Journey to Infinity,"$62,906",-,-,"$62,906",100%
"2,029","Love, Antosha","$62,900","$50,168",79.8%,"$12,732",20.2%
"2,030",2nd Date Sex,"$62,892",-,-,"$62,892",100%
"2,031",7 Reasons to Run Away (from Society),"$62,890",-,-,"$62,890",100%
"2,032",Evaru,"$62,744",-,-,"$62,744",100%
"2,033",Herbs: Songs of Freedom,"$62,322",-,-,"$62,322",100%
"2,034",Double Trouble and the Magical Mirror,"$61,962",-,-,"$61,962",100%
"2,035",The Clock of Redha,"$61,862",-,-,"$61,862",100%
"2,036",Aute Retrato,"$61,837",-,-,"$61,837",100%
"2,037",Port Authority,"$61,744",-,-,"$61,744",100%
"2,038",The Chief Legend,"$61,616",-,-,"$61,616",100%
"2,039",The Metropolitan Opera HD Live: Donizetti: La Fille du Régiment,"$61,185",-,-,"$61,185",100%
"2,040",A Dose of Happiness,"$61,098",-,-,"$61,098",100%
"2,041",The Mountain,"$61,035","$61,035",100%,-,-
"2,042",Acute Misfortune,"$61,028",-,-,"$61,028",100%
"2,043",Kapan,"$60,611",-,-,"$60,611",100%
"2,044",Horrid Henry,"$60,442",-,-,"$60,442",100%
"2,045",Hacker,"$60,228",-,-,"$60,228",100%
"2,046",Close,"$60,040",-,-,"$60,040",100%
"2,047",Seytan-i Ins,"$59,994",-,-,"$59,994",100%
"2,048",Tokyo Night Sky Is Always the Densest Shade of Blue,"$59,989",-,-,"$59,989",100%
"2,049",Timon of Athens - RSC Live,"$59,892",-,-,"$59,892",100%
"2,050",The Story of Chieftain,"$59,841",-,-,"$59,841",100%
"2,051",John Fogerty: 50 Year Trip - Live at Red Rocks,"$59,795","$59,795",100%,-,-
